x:2147257776, y:2147249234
x:2147418682, y:2147738198
x:2147479184, y:2147667923
x:2147397716, y:2147709034
x:2147419391, y:2147689120
x:2147427635, y:2147698314
x:2147489531, y:2147707735
x:2147568759, y:2147669472
x:2147538016, y:2147737889
x:2147538727, y:2147748899
x:2147548757, y:2147709659
x:2147488160, y:2147719617
x:2147557690, y:2147747909
x:2147568164, y:2147718602
x:2147548943, y:2147718650
x:2147549160, y:2147669023
x:2147507625, y:2147719542
x:2147558235, y:2147679402
x:2147519240, y:2147678388
x:2147488105, y:2147729238
x:2147567781, y:2147698029
x:2147529396, y:2147699209
x:2147658026, y:2147719658
x:2147608961, y:2147669505
x:2147648378, y:2147698348
x:2147618951, y:2147739649
x:2147628337, y:2147687801
x:2147599175, y:2147708546
x:2147578177, y:2147709498
x:2147578496, y:2147728772
x:2147639368, y:2147689363
x:2147618001, y:2147748294
x:2147628893, y:2147678057
x:2147639219, y:2147748950
x:2147649146, y:2147678350
x:2147577594, y:2147688753
x:2147608750, y:2147728152
x:2147659226, y:2147699469
x:2147579314, y:2147749112
x:2147627899, y:2147667629
x:2147638582, y:2147698464
x:2147608125, y:2147697883
x:2147599565, y:2147748452
x:2147659376, y:2147669573
x:2147639286, y:2147677790
x:2147599289, y:2147668328
x:2147578069, y:2147699290
x:2147658966, y:2147677670
x:2147658152, y:2147729072
x:2147587668, y:2147698607
x:2147658581, y:2147737612
x:2147588550, y:2147748417
x:2147627989, y:2147697588
x:2147579082, y:2147668064
x:2147647834, y:2147728317
x:2147657867, y:2147749583
x:2147649524, y:2147737726
x:2147639259, y:2147738862
x:2147587586, y:2147669417
x:2147609050, y:2147719280
x:2147627635, y:2147748289
x:2147707844, y:2147737594
x:2147748838, y:2147689075
x:2147709590, y:2147677938
x:2147748152, y:2147669220
x:2147738618, y:2147688874
x:2147718155, y:2147698604
x:2147689021, y:2147738550
x:2147748307, y:2147698779
x:2147678578, y:2147698666
x:2147718039, y:2147728488
x:2147719460, y:2147719431
x:2147668326, y:2147718261
x:2147729006, y:2147708061
x:2147739016, y:2147729392
x:2147697947, y:2147717906
x:2147738880, y:2147737832
x:2147748891, y:2147717948
x:2147668935, y:2147688937
